uid,nombre,edad,sexo,pasaporte,nacionalidad,contrase�a
1623,Thelma Anthony,25,hombre,W84528986,MONEGASCA,869729
1624,Siyana Oneal,48,mujer,W19724377,MOLDOVIA,780089
1625,Harriet Carpenter,46,mujer,M43293318,SALOMONESA,725742
1626,Jason Devlin,30,hombre,M81919103,CHECOSLOVACA,520974
1627,Meredith Mcclure,22,mujer,K96803196,RUMANA,537637
1628,Olly Kaufman,45,hombre,U86107037,TAIWANESA,165887
1629,Aminah Kennedy,41,hombre,A38888126,MALAWIANA,744119
1630,Juliet Dennis,54,mujer,T53899888,LAOSIANA,701052
1631,Deon Mcneill,30,mujer,U93785974,MALIENSE,655832
1632,Dilan Steele,59,hombre,R81584068,LIBIA,182656
1633,Fardeen Whittle,38,mujer,J87987922,DE BARBADOS,812884
1634,Clarissa Dougherty,60,hombre,B23610129,ISRAELI,128501
1635,Yousuf Draper,40,mujer,S90330150,GRANADINA,902758
1636,Ishaan Webber,33,mujer,C39285747,PORTUGUESA,511828
1637,Remi Barnes,29,mujer,I88057857,HAITIANA,869197
1638,Kamran Bull,37,hombre,M56565231,AUSTRALIANA,451781
1639,Chandler Chandler,56,hombre,M66934590,VENEZOLANA,929921
1640,Julius Roche,41,hombre,X63147050,MACEDONIA,342263
1641,Amiyah Short,38,hombre,R65306181,LESOTHENSE,639747
1642,Marwah Lester,52,hombre,E81051489,DE SEYCHELLES,379237
1643,Hettie Sweeney,52,hombre,99937169-8,CHILENA,328167
1644,Antonio Salinas,83,hombre,99927220-7,CHILENA,121014
1645,Liliana Leal,18,mujer,99875339-2,CHILENA,103245
1646,Charlie Rahman,53,mujer,99837067-1,CHILENA,505945
1647,Jibril Davie,32,hombre,99748016-3,CHILENA,116109
1648,Matias Pichulpil,23,hombre,99466469-7,CHILENA,696471
1649,Summer-Louise Strong,31,hombre,99463426-7,CHILENA,478416
1650,Aaron Roa,83,mujer,99428020-1,CHILENA,785390
1651,Jadon Slater,20,hombre,99347364-2,CHILENA,148211
1652,Harlow Woods,19,hombre,99302343-4,CHILENA,594561
1653,Nabil Ruiz,50,hombre,99294258-4,CHILENA,770923
1654,Fenella Galvan,25,mujer,99265623-9,CHILENA,774404
1655,Hugo Cordova,37,hombre,99233768-0,CHILENA,162805
1656,Lilly-Grace Tucker,53,hombre,99223381-8,CHILENA,815139
1657,Isla-Mae Calhoun,28,mujer,99184175-k,CHILENA,908777
1658,Yael Vera,91,hombre,99149710-2,CHILENA,341934
1659,Darcie-Mae Hutton,22,hombre,99116865-6,CHILENA,621684
1660,Isobel Dudley,23,hombre,99108730-3,CHILENA,874069
1661,Aleena Parra,45,hombre,99075946-4,CHILENA,941023
1662,Shantal Muñoz,75,mujer,99070181-4,CHILENA,265448
1663,Alejandra Olguin,42,hombre,98849412-7,CHILENA,620279
1664,Riaan Mays,48,mujer,98708700-5,CHILENA,234133
1665,Sidrah Mclellan,23,hombre,98683815-5,CHILENA,574144
1666,Emillie Frye,34,hombre,98661210-6,CHILENA,717815
1667,Leoni Smyth,39,mujer,98642893-3,CHILENA,200867
1668,Francisca Sanchez,55,mujer,98544321-1,CHILENA,701189
1669,Daniela Gutierrez,90,hombre,98518861-0,CHILENA,226764
1670,Lucy Sutherland,25,mujer,98417733-k,CHILENA,710949
1671,Asiya Short,49,hombre,98357275-8,CHILENA,443622
1672,Cyrus Fountain,47,mujer,98296705-8,CHILENA,260205
1673,Forrest Salt,33,mujer,98152080-7,CHILENA,960705
1674,Conzuelo Gonzales,82,hombre,98121429-3,CHILENA,889571
1675,Tanisha Weston,32,hombre,97996738-1,CHILENA,382502
1676,Willis Herbert,18,mujer,97985609-1,CHILENA,757624
1677,Huey Leonard,32,mujer,97901764-2,CHILENA,733386
1678,Aritza Flores,67,mujer,97804380-1,CHILENA,692852
1679,Hilary Mair,28,mujer,97781705-6,CHILENA,118689
1680,Bjorn Salazar,35,mujer,97754557-9,CHILENA,284307
1681,Taine Ireland,34,mujer,97675067-5,CHILENA,429085
1682,Mahir Nunez,46,mujer,97657967-4,CHILENA,626504
1683,Kimberly Mason,20,hombre,97632703-9,CHILENA,995772
1684,Karina Morgan,49,hombre,97632307-6,CHILENA,240515
1685,Abid Cross,42,hombre,97596735-2,CHILENA,656065
1686,Rhonda Reeve,20,hombre,97538963-4,CHILENA,384527
1687,Fernanda Gonzales,77,hombre,97418193-2,CHILENA,157121
1688,Elle Lindsay,37,hombre,97404549-4,CHILENA,497118
1689,Maksim Mcmahon,27,hombre,97355372-0,CHILENA,172585
1690,Philip Turnbull,30,hombre,97343582-5,CHILENA,916053
1691,Benjamin Ancacura,86,mujer,97321798-4,CHILENA,650680
1692,Abdi Mccoy,24,hombre,97166191-7,CHILENA,219480
1693,Ashlyn Finch,31,mujer,97163657-2,CHILENA,990190
1694,Martyn Parra,38,mujer,97102977-3,CHILENA,576972
1695,Katalina Gonzales,17,mujer,97036167-7,CHILENA,100836
1696,Lamar Bailey,49,hombre,97004364-0,CHILENA,250553
1697,Elliott Robbins,41,mujer,96964691-9,CHILENA,818634
1698,Maison Rhodes,23,mujer,96951878-3,CHILENA,573925
1699,Adam Delarosa,26,hombre,96900689-8,CHILENA,142811
1700,Jamie-Lee Cook,40,hombre,96863860-2,CHILENA,565263
1701,Mahnoor Legge,24,hombre,96828461-4,CHILENA,347595
1702,Isabell Hogan,26,hombre,96735305-1,CHILENA,492136
1703,Isidora Garabito,95,mujer,96562711-1,CHILENA,263758
1704,Michele Corbett,23,hombre,96557795-5,CHILENA,745280
1705,Yaen Sanhueza,36,mujer,96404014-1,CHILENA,103073
1706,Lylah Mcguire,57,hombre,96392316-3,CHILENA,367502
1707,Samir Daugherty,33,mujer,96371883-7,CHILENA,427205
1708,Danyl James,31,mujer,96332059-0,CHILENA,199347
1709,Mateusz Sharma,43,hombre,96260856-6,CHILENA,639153
1710,Elle-May Iles,19,hombre,96251410-3,CHILENA,632758
1711,Millie Nava,33,hombre,96217495-7,CHILENA,709410
1712,Priya Oneil,39,mujer,96213582-k,CHILENA,341386
1713,Geoffrey Ellis,26,hombre,96213302-9,CHILENA,891777
1714,Luis Torres,57,mujer,96187015-1,CHILENA,216159
1715,Sohail Huerta,23,mujer,96007294-4,CHILENA,353180
1716,Sade Slater,48,mujer,95932617-7,CHILENA,385780
1717,Nadir Redman,57,mujer,95855049-9,CHILENA,265546
1718,Martin Leiva,73,hombre,95810168-6,CHILENA,721994
1719,Ira Houston,53,mujer,95777850-k,CHILENA,172108
1720,Aanya Foster,31,hombre,95759065-9,CHILENA,881670
1721,Caceres San,57,mujer,95741388-9,CHILENA,360723
1722,Kymani Rahman,49,hombre,95711978-6,CHILENA,732827
1723,Ottilie Vega,21,hombre,95667888-9,CHILENA,692620
1724,Kenzo Beech,28,mujer,95656123-k,CHILENA,336548
1725,Jorge Hidalgo,87,mujer,95623149-3,CHILENA,918211
1726,Ed Sierra,33,mujer,95598580-k,CHILENA,692434
1727,Rocio Cuello,30,hombre,95541819-0,CHILENA,830007
1728,Dina Clark,23,hombre,95541523-k,CHILENA,645345
1729,Matias Ferreira,47,hombre,95521769-1,CHILENA,590566
1730,Romilly Becker,24,mujer,95520055-1,CHILENA,844235
1731,Denzel Herrera,39,hombre,95514882-7,CHILENA,300075
1732,Alexandra Garay,58,hombre,95487734-5,CHILENA,839999
1733,Ivo Patton,24,hombre,95437335-5,CHILENA,371619
1734,Rahul Horne,23,mujer,95435510-1,CHILENA,320371
1735,Siyana Ballard,23,hombre,95423202-6,CHILENA,989131
1736,Camila Gonzalez,10,mujer,95403427-5,CHILENA,987542
1737,Louie Swan,18,hombre,95367461-0,CHILENA,141512
1738,Cataleya Beard,22,hombre,95226644-6,CHILENA,804086
1739,Mea Dorsey,37,hombre,95199785-4,CHILENA,537509
1740,Florrie Pacheco,29,hombre,95185947-8,CHILENA,269901
1741,Carla Farias,57,hombre,94947578-6,CHILENA,354564
1742,Dolcie Handley,46,hombre,94888169-1,CHILENA,713567
1743,Carter Richards,31,hombre,94864113-5,CHILENA,993791
1744,Asha Mckee,38,mujer,94821886-0,CHILENA,167230
1745,Aydin Berger,56,hombre,94688326-3,CHILENA,601205
1746,Frances Hartman,56,mujer,94559048-3,CHILENA,452783
1747,Ariana Perez,57,hombre,94506083-2,CHILENA,392047
1748,Anjali Rojas,42,mujer,94432090-3,CHILENA,265005
1749,Shivani Long,33,hombre,94422835-7,CHILENA,332057
1750,Archie Rutledge,52,mujer,94384917-k,CHILENA,446848
1751,Ralphy Phan,28,hombre,94362008-3,CHILENA,145260
1752,Lowri Henry,35,mujer,94221380-8,CHILENA,604121
1753,Malaki Wiggins,37,hombre,94123958-7,CHILENA,426445
1754,Martina Leiva,62,hombre,94006732-4,CHILENA,930512
1755,Lilianna Maxwell,50,hombre,93900888-8,CHILENA,441461
1756,Camila Cabrera,55,hombre,93892863-0,CHILENA,255945
1757,Lola-Mae Kay,34,hombre,93840785-1,CHILENA,107054
1758,Amanah Mckay,46,hombre,93635199-9,CHILENA,846664
1759,Jenna Wyatt,52,hombre,93600353-2,CHILENA,795405
1760,Lola-Mae Whittaker,58,hombre,93591226-1,CHILENA,122990
1761,Billie Durham,37,hombre,93550420-1,CHILENA,534356
1762,Aleena Maguire,38,mujer,93433032-3,CHILENA,156427
1763,Emily Farias,40,hombre,93310611-k,CHILENA,268088
1764,Kajus Garrison,23,mujer,93285177-6,CHILENA,517894
1765,Rhianna Gilliam,47,hombre,93207016-2,CHILENA,865150
1766,Liyah Cooper,22,hombre,93176945-6,CHILENA,409513
1767,Sabiha O'Quinn,60,mujer,93129167-k,CHILENA,915262
1768,Ruth Steadman,34,mujer,93129166-1,CHILENA,880180
1769,Josh Fry,34,mujer,93066103-1,CHILENA,417088
1770,Issac York,48,mujer,93057304-3,CHILENA,877361
1771,Valentina Castillo,16,mujer,93044599-1,CHILENA,274207
1772,Subhaan Corbett,29,hombre,93009498-6,CHILENA,547325
1773,Dylan Nicholls,41,hombre,92951996-5,CHILENA,592703
1774,Denis Mann,43,mujer,92946711-6,CHILENA,129284
1775,Dulcie Kearns,52,hombre,92931585-5,CHILENA,672273
1776,Fred Salter,31,mujer,92898031-6,CHILENA,130668
1777,Karla Villablanca,63,hombre,92851961-9,CHILENA,628794
1778,Keane Morrison,28,mujer,92696219-1,CHILENA,235995
1779,Luciano Sheldon,55,mujer,92554015-3,CHILENA,198846
1780,Isidora Loyola,83,hombre,92505908-0,CHILENA,995244
1781,Anastazja Mcdaniel,20,mujer,92445451-2,CHILENA,187298
1782,Juan Veas,22,hombre,92394961-5,CHILENA,112798
1783,Asha Guthrie,19,hombre,92390198-1,CHILENA,700769
1784,Izaak Mathis,38,hombre,92386054-1,CHILENA,631805
1785,Haidar Frank,50,mujer,92365268-k,CHILENA,831865
1786,Ophelia O'Doherty,21,hombre,92311983-3,CHILENA,661199
1787,Sergio Galaz,47,hombre,92310665-0,CHILENA,524542
1788,Maria Jilberto,17,mujer,92270331-0,CHILENA,818719
1789,Sebastian Bustos,34,hombre,92253121-8,CHILENA,313831
1790,Amber-Rose Wardle,48,hombre,92244003-4,CHILENA,310044
1791,Dollie Rivers,45,mujer,92170041-5,CHILENA,880368
1792,Stefan Allen,57,mujer,92060023-9,CHILENA,295355
1793,Ariyah Mckeown,46,hombre,91995839-1,CHILENA,820618
1794,Antonella Molina,53,mujer,91957885-8,CHILENA,196972
1795,Keagan Hope,26,hombre,91957637-5,CHILENA,417628
1796,Catalina Gonzalez,94,hombre,91938760-2,CHILENA,279963
1797,Rhiann Cote,45,hombre,91935122-5,CHILENA,219759
1798,Carley Dixon,46,mujer,91888493-9,CHILENA,905108
1799,Emme Marriott,58,hombre,91888069-0,CHILENA,713417
1800,Luke Hills,48,hombre,91844038-0,CHILENA,493155
1801,Jeremy Dunn,18,mujer,91790173-2,CHILENA,208264
1802,Alister Hartman,58,mujer,91461351-5,CHILENA,428679
1803,Haidar Moreno,30,hombre,91346186-k,CHILENA,587320
1804,Xander Simmonds,23,hombre,91258242-6,CHILENA,942297
1805,Briony Whelan,37,hombre,91231636-k,CHILENA,812067
1806,Manraj Pope,56,mujer,91223172-0,CHILENA,123568
1807,Ariel Iturra,44,mujer,91210142-8,CHILENA,388103
1808,Tamara Flynn,35,mujer,91119340-k,CHILENA,956397
1809,Paula Gajardo,17,hombre,91085975-7,CHILENA,461814
1810,Nyla Paul,42,mujer,91059844-9,CHILENA,342695
1811,Matias Marillan,32,hombre,91051274-9,CHILENA,563296
1812,Mina Dougherty,26,mujer,90966759-3,CHILENA,188031
1813,Harvey Marsden,35,mujer,90922919-7,CHILENA,356201
1814,Dorothy Barclay,39,mujer,90870389-8,CHILENA,543771
1815,Keanan Cordova,33,mujer,90739234-1,CHILENA,829379
1816,Kamran Santos,20,hombre,90730270-9,CHILENA,344641
1817,Sneha Hagan,56,mujer,90601826-8,CHILENA,281439
1818,Alix Thatcher,24,mujer,90594532-7,CHILENA,558842
1819,Isidora Jimenez,13,mujer,90505307-8,CHILENA,412904
1820,Humayra Palacios,32,hombre,90494178-6,CHILENA,835750
1821,Abubakar Bowler,25,mujer,90471139-k,CHILENA,391017
1822,Sayenn Pavez,26,mujer,90414316-2,CHILENA,764865
1823,Vicente Saez,36,mujer,90243628-6,CHILENA,333494
1824,Hassan Gilmore,23,mujer,90172937-9,CHILENA,917390
1825,Kynan Benson,56,hombre,90155266-5,CHILENA,840821
1826,Jesus Small,52,hombre,90007582-0,CHILENA,711383
1827,Tanisha Allen,24,mujer,89861491-3,CHILENA,879927
1828,Lorraine Maxwell,21,hombre,89793517-1,CHILENA,349210
1829,Cheyanne Petersen,37,mujer,89751595-4,CHILENA,273673
1830,Tevin Wright,24,mujer,89671041-9,CHILENA,972115
1831,Kacie Stevens,39,hombre,89576450-7,CHILENA,608881
1832,Yacyara Soza,22,hombre,89512502-4,CHILENA,616671
1833,Jaiden Sampson,18,mujer,89477804-0,CHILENA,188109
1834,Abbas Emerson,34,hombre,89336201-0,CHILENA,756913
1835,Corrie Hinton,51,hombre,89321752-5,CHILENA,918669
1836,Naima Perez,40,hombre,89265324-0,CHILENA,469633
1837,Otto Lindsay,25,hombre,89260929-2,CHILENA,895483
1838,Sebastien Petersen,53,mujer,89213188-0,CHILENA,692625
1839,Campbell Vazquez,31,hombre,89200986-4,CHILENA,884987
1840,Nicolas Soto,46,hombre,89146700-1,CHILENA,858942
1841,Jibril Hall,28,mujer,89118524-3,CHILENA,659494
1842,Izaan Byrd,22,mujer,89077953-0,CHILENA,270654
1843,Judith Stott,38,mujer,89025372-5,CHILENA,195300
1844,Kiri Fitzpatrick,54,mujer,88806288-2,CHILENA,572933
1845,Hunter Solomon,24,hombre,88772168-8,CHILENA,349757
1846,Ian Carrera,30,mujer,88757035-3,CHILENA,824607
1847,Dante Nava,44,mujer,88732812-9,CHILENA,582711
1848,Tasha Nicholson,58,mujer,88730119-0,CHILENA,482155
1849,Amari Stubbs,24,hombre,88726486-4,CHILENA,934686
1850,Kiran Hanna,36,mujer,88697741-7,CHILENA,205575
1851,Nevaeh Gill,46,mujer,88667817-7,CHILENA,543003
1852,Saffron Sawyer,52,hombre,88538509-5,CHILENA,113090
1853,Tj Moran,59,mujer,88495383-9,CHILENA,518027
1854,Dulcie Shelton,43,hombre,88413708-k,CHILENA,720566
1855,Matias Strickland,52,hombre,88408240-4,CHILENA,207337
1856,Patience Waters,44,hombre,88283175-2,CHILENA,724737
1857,Madihah Haas,41,hombre,88198898-4,CHILENA,795928
1858,Aryaan Fox,52,hombre,88151779-5,CHILENA,772728
1859,Leonie Schofield,42,mujer,88132030-4,CHILENA,272677
1860,Zac Mcgill,40,mujer,88107942-9,CHILENA,292604
1861,Arfa Crouch,54,mujer,88104231-2,CHILENA,803065
1862,Andres Abarca,14,hombre,88094734-6,CHILENA,936388
1863,Daniela Habibe,36,hombre,88034198-7,CHILENA,498620
1864,Garrett Owen,50,mujer,87991170-2,CHILENA,961396
1865,Jacob Beech,19,mujer,87861767-3,CHILENA,859695
1866,Libbie Camacho,59,mujer,87859472-k,CHILENA,526247
1867,Aubree Ridley,58,mujer,87813399-4,CHILENA,435252
1868,Kohen Tait,47,hombre,87772349-6,CHILENA,446045
1869,Malcolm Mair,47,hombre,87734759-1,CHILENA,362084
1870,Cole Nairn,60,hombre,87649058-7,CHILENA,628039
1871,Kara Rivas,49,hombre,87634133-6,CHILENA,899375
1872,Clement Johns,42,mujer,87631642-0,CHILENA,871847
1873,Ajwa Daly,60,mujer,87624695-3,CHILENA,229931
1874,Rianne Coleman,26,mujer,87548946-1,CHILENA,741511
1875,Margaux Battle,46,mujer,87544765-3,CHILENA,660957
1876,Tess Marshall,41,mujer,87442136-7,CHILENA,741465
1877,Kaiya Huerta,45,mujer,87371798-k,CHILENA,583364
1878,Nico Lim,38,hombre,87282538-k,CHILENA,612176
1879,Kayleigh Finley,31,hombre,87244280-4,CHILENA,331185
1880,Amelia-Mae Malone,30,hombre,87094740-2,CHILENA,468872
1881,Ewan Chadwick,40,hombre,87081187-k,CHILENA,886794
1882,Warwick Webber,37,mujer,86819507-k,CHILENA,289314
1883,Alondra Chamorro,91,mujer,86683089-4,CHILENA,675581
1884,Paola Quezada,19,hombre,86679007-8,CHILENA,459233
1885,Abubakar Gentry,41,hombre,86664654-6,CHILENA,883958
1886,Elsie-May Chadwick,42,hombre,86646016-7,CHILENA,389709
1887,Franco Gomez,34,mujer,86555166-5,CHILENA,257526
1888,Vishal Merrill,49,hombre,86516801-2,CHILENA,174159
1889,Simoney Mora,26,hombre,86447590-6,CHILENA,459574
1890,Benjamin Rodriguez,30,mujer,86434438-0,CHILENA,401205
1891,Reyansh Mccormick,29,mujer,86367440-9,CHILENA,855237
1892,Elleanor Kane,23,mujer,86339917-3,CHILENA,295399
1893,Danae Gamboa,95,mujer,86260284-6,CHILENA,735603
1894,Adela Tillman,45,hombre,86164302-6,CHILENA,282429
1895,Violet Mccray,34,hombre,86103635-9,CHILENA,361288
1896,Cerys Clarkson,25,hombre,86083776-5,CHILENA,124158
1897,Constanza Conejeros,87,mujer,86043030-4,CHILENA,616002
1898,Mina Hebert,54,mujer,85973291-7,CHILENA,962432
1899,Escarlet Morales,31,hombre,85930746-9,CHILENA,349151
1900,Abbas Gonzales,38,hombre,85884715-k,CHILENA,617563
1901,Sallie Wolf,58,mujer,85831418-6,CHILENA,379585
1902,Colin Rosario,24,mujer,85779616-0,CHILENA,360975
1903,Aran Osborn,57,mujer,85778387-5,CHILENA,250421
1904,Genevieve Booth,53,mujer,85743167-7,CHILENA,806570
1905,Usman Church,59,hombre,85682952-9,CHILENA,872803
1906,Alexandra Naylor,49,mujer,85594953-9,CHILENA,167701
1907,Mairin Romero,26,hombre,85553386-3,CHILENA,401363
1908,Zack Sanderson,27,hombre,85516291-1,CHILENA,682394
1909,Waqas Buchanan,29,mujer,85411178-7,CHILENA,638875
1910,Sergio Cardenas,24,hombre,85410626-0,CHILENA,722923
1911,Adela Cordova,37,hombre,85394005-4,CHILENA,934471
1912,Isaac Andrades,65,hombre,85384785-2,CHILENA,321163
1913,Matias Rodriguez,92,mujer,85301240-8,CHILENA,933465
1914,Kimberley Frost,55,hombre,85297873-2,CHILENA,628959
1915,Conrad Buchanan,36,mujer,85122660-5,CHILENA,218148
1916,Isidora Fernandez,89,hombre,85073231-0,CHILENA,973092
1917,Georga Salinas,51,mujer,85055980-5,CHILENA,302730
1918,Benjamin Cayul,94,hombre,85034590-2,CHILENA,331901
1919,Jaidon Gay,52,mujer,84964932-9,CHILENA,113419
1920,Cristobal Vallejos,90,mujer,84921010-6,CHILENA,431292
1921,Samiya Hardin,57,mujer,84911278-3,CHILENA,990366
1922,Akeem Hensley,33,mujer,84891139-9,CHILENA,113514
1923,Corrie Kirkpatrick,57,hombre,84729190-7,CHILENA,764606
1924,Javiera Jaramillo,48,mujer,84671162-7,CHILENA,770095
1925,Shahzaib Lester,34,mujer,84621982-k,CHILENA,437471
1926,Toby Petty,31,hombre,84593882-2,CHILENA,916395
1927,Tyreece Carter,40,hombre,84569598-9,CHILENA,106707
1928,Dannielle Power,59,hombre,84539370-2,CHILENA,424328
1929,Isabell Goodwin,40,hombre,84327091-3,CHILENA,215246
1930,Claudio Carreño,39,mujer,84167281-k,CHILENA,603885
1931,Benjamin Sanchez,78,hombre,84095044-1,CHILENA,283938
1932,Crichna Salazar,19,mujer,84081575-7,CHILENA,431951
1933,Elisha Mitchell,39,mujer,84078768-0,CHILENA,997411
1934,Dillon Reeves,49,mujer,83917354-7,CHILENA,866600
1935,Esteban Schroder,30,hombre,83905334-7,CHILENA,875441
1936,Ignacio Barra,98,hombre,83896534-2,CHILENA,148739
1937,Catriona Cresswell,36,mujer,83640016-k,CHILENA,824807
1938,Jannat O'Moore,46,hombre,83635222-k,CHILENA,109880
1939,Toyah Wolfe,24,hombre,83605517-9,CHILENA,378065
1940,Giacomo Parsons,34,hombre,83603309-4,CHILENA,225673
1941,Derry Garcia,55,mujer,83584289-4,CHILENA,993562
1942,Gabriela Garay,22,hombre,83538271-0,CHILENA,729077
1943,Fernanda Salinas,85,hombre,83481742-k,CHILENA,538738
1944,Milly Rudd,23,mujer,83469143-4,CHILENA,694041
1945,Giordano Flores,20,hombre,83399209-0,CHILENA,413162
1946,Scarlet Banks,25,mujer,83386046-1,CHILENA,799897
1947,Clarke Mcloughlin,28,hombre,83330704-5,CHILENA,792977
1948,Aysha Bone,37,mujer,83296811-0,CHILENA,150829
1949,Arnav Franklin,30,hombre,83290634-4,CHILENA,203513
1950,Evie-Grace Hayden,49,hombre,83131309-9,CHILENA,742698
1951,Carter Bradshaw,47,hombre,83123905-0,CHILENA,736565
1952,Millie-Rose Frost,39,hombre,83118985-1,CHILENA,612253
1953,Allison Costa,38,mujer,83029887-8,CHILENA,965903
1954,Zackery Sheridan,54,mujer,83028620-9,CHILENA,198433
1955,Madeleine Stokes,32,mujer,82993651-8,CHILENA,622926
1956,Trey Evans,39,hombre,82903113-2,CHILENA,576792
1957,Marwah Wiggins,51,hombre,82833215-5,CHILENA,106286
1958,Jordon Hester,44,hombre,82809947-7,CHILENA,471824
1959,Katarina Chang,54,hombre,82719046-2,CHILENA,638452
1960,Kayden Delarosa,34,hombre,82693313-5,CHILENA,923805
1961,Akeel Peacock,55,mujer,82673938-k,CHILENA,436243
1962,Amos Santiago,60,hombre,82645956-5,CHILENA,272684
1963,Abigail Alarcon,48,mujer,82581279-2,CHILENA,919694
1964,Aryan Hastings,25,hombre,82533150-6,CHILENA,121848
1965,Alexandra Barrera,51,hombre,82429778-9,CHILENA,980133
1966,Arnav Shannon,54,hombre,82376572-k,CHILENA,438072
1967,Madeleine Henson,21,mujer,82319208-8,CHILENA,168323
1968,Samuel Sheridan,20,hombre,82270937-0,CHILENA,912294
1969,Amaro Bravo,70,mujer,82260254-1,CHILENA,917909
1970,Thierry Hurley,41,mujer,82254885-7,CHILENA,787592
1971,Aaron Cares,86,mujer,82003178-4,CHILENA,263176
1972,Amanpreet Mata,58,hombre,81955785-3,CHILENA,332136
1973,Piotr Glenn,52,mujer,81881771-1,CHILENA,490219
1974,Ashlyn Rossi,32,mujer,81783289-k,CHILENA,311202
1975,Dalton Colon,38,mujer,81698647-8,CHILENA,192255
1976,Catari Monsalves,30,mujer,81641085-1,CHILENA,384006
1977,Campbell Shepherd,51,hombre,81602032-8,CHILENA,510377
1978,Vinny Vazquez,21,hombre,81600879-4,CHILENA,169372
1979,Kailum Caldwell,52,mujer,81560843-7,CHILENA,114698
1980,Harriett Castillo,23,mujer,81559564-5,CHILENA,900287
1981,Fredrick Esparza,51,hombre,81498697-7,CHILENA,275003
1982,Kenny Gaines,23,hombre,81492646-k,CHILENA,971227
1983,Jorgie Rowland,44,mujer,81428035-7,CHILENA,446728
1984,Rhonda Carney,40,mujer,81403585-9,CHILENA,436666
1985,Andres Painenao,64,mujer,81401624-2,CHILENA,872364
1986,Samanta Marinao,60,hombre,81330568-2,CHILENA,955714
1987,Meerab Shields,40,hombre,81311438-0,CHILENA,359970
1988,Paz Aguayo,41,mujer,81252987-0,CHILENA,435846
1989,Elizabeth Hopper,26,hombre,81234956-2,CHILENA,984977
1990,Catalina Vasquez,49,hombre,81207716-3,CHILENA,653870
1991,Ava Gilbert,21,mujer,81203114-7,CHILENA,527789
1992,April Peters,50,hombre,81168161-k,CHILENA,211330
1993,Matias Momberg,96,mujer,81019249-6,CHILENA,712066
1994,Monserrat Vidal,72,hombre,81018273-3,CHILENA,266516
1995,Diego Lopez,67,mujer,80924311-7,CHILENA,863898
1996,Kathy Leal,35,mujer,80921370-6,CHILENA,406737
1997,Alesha Roth,23,hombre,80885102-4,CHILENA,921582
1998,Constanza Gomez,40,hombre,80869010-1,CHILENA,481060
1999,Callie Collier,29,hombre,80843691-4,CHILENA,845696
2000,Andrea Alburquenque,24,hombre,80703512-6,CHILENA,288166
2001,Mai Regan,35,hombre,80698616-k,CHILENA,243658
2002,Jose Farrell,39,hombre,80640357-1,CHILENA,236275
2003,Valentina Gomez,48,hombre,80628376-2,CHILENA,824314
2004,Jaeden Bravo,42,hombre,80611905-9,CHILENA,480339
2005,Mehak Dawson,55,mujer,80600254-2,CHILENA,752508
2006,Alonso Dumont,18,hombre,80592689-9,CHILENA,938990
2007,Riccardo Hamilton,40,mujer,80588097-k,CHILENA,418411
2008,Valentina Cancino,76,hombre,80580088-7,CHILENA,256080
2009,Suzanna Romero,49,hombre,80558312-6,CHILENA,460099
2010,Ignacia Galvez,89,mujer,80549244-9,CHILENA,165600
2011,Josefa Huaiquil,53,mujer,80511365-0,CHILENA,269481
2012,Clodagh Greenaway,44,mujer,80508950-4,CHILENA,826500
2013,Deen Smyth,48,hombre,80438756-0,CHILENA,249617
2014,Diego Arce,93,mujer,80356838-3,CHILENA,373822
2015,Damary Pichulman,68,hombre,80353279-6,CHILENA,342065
2016,Musab Valencia,40,hombre,80308047-k,CHILENA,533278
2017,Arjan Mcdermott,26,mujer,80291272-2,CHILENA,979420
2018,Oliver Fitzpatrick,40,hombre,80282829-2,CHILENA,880609
2019,Aisling Chaney,51,mujer,80228379-2,CHILENA,333561
2020,Alonso Agurto,41,mujer,80146994-9,CHILENA,990879
2021,Tamara Candia,24,hombre,80092681-5,CHILENA,329472
2022,Nathaniel Rivas,37,mujer,79974368-k,CHILENA,753347
2023,Iram Carroll,60,hombre,79922398-8,CHILENA,790632
2024,Annabelle Poole,40,hombre,79873843-7,CHILENA,269760
2025,Lacy Simon,41,hombre,79861684-6,CHILENA,143969
2026,Yael Salcedo,81,hombre,79850677-3,CHILENA,367573
2027,Cadi Stokes,35,hombre,79758989-6,CHILENA,355251
2028,Fiona Estrada,41,mujer,79757833-9,CHILENA,982647
2029,Thea Whiteley,49,hombre,79735673-5,CHILENA,759788
2030,Jobe Reyes,26,hombre,79725852-0,CHILENA,601791
2031,Aamina Bean,60,hombre,79725605-6,CHILENA,211018
2032,Emilio Soto,89,hombre,79695896-0,CHILENA,287221
2033,Aditya Vance,33,mujer,79693636-3,CHILENA,535602
2034,Effie Washington,49,hombre,79687907-6,CHILENA,811492
2035,Noah Avalos,31,mujer,79625227-8,CHILENA,878729
2036,Howard Boone,23,hombre,79543386-4,CHILENA,804582
2037,Grover Vaughn,36,mujer,79480331-5,CHILENA,737712
2038,Magdalena Santibañez,74,hombre,79464991-k,CHILENA,671654
2039,Esme-Rose Sargent,41,mujer,79459402-3,CHILENA,967137
2040,Charlene Chester,38,hombre,79446327-1,CHILENA,156367
2041,Nusaybah Fitzgerald,44,mujer,79425659-4,CHILENA,974066
2042,Ignacio Quiroz,68,hombre,79407634-0,CHILENA,284269
2043,Huw Lewis,29,hombre,79348268-k,CHILENA,208061
